date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
2019-07-18 07:40:00,91721,96674.0,98202.0,95407.21599338742,96697.84268724616,95299.2201703234,95178.63867210245,94667.85980753155
2019-07-18 07:45:00,93730,91721.0,94009.0,93946.01711879933,95158.15518522296,94279.57401899876,94080.5,94634.71378255537
2019-07-18 07:50:00,98181,93730.0,97849.0,93860.38893763804,94190.06292368166,93921.13389527817,93182.06698111516,94600.07889770225
2019-07-18 07:55:00,94194,98181.0,96052.0,95573.05906689294,94447.10648601048,94618.69841650764,92532.83855297678,94594.07255935235
2019-07-18 08:00:00,96728,94194.0,92942.0,95026.4064670048,95411.0922357791,94692.35355880205,92433.0,94579.63554716916
2019-07-18 08:05:00,96982,96728.0,96028.0,95700.91022909556,94833.23913957848,95042.33579693356,92933.45183644266,94611.24671464528
2019-07-18 08:10:00,95733,96982.0,92523.0,96208.728255725,95922.11381157175,95605.44116539547,93922.27201586442,94600.15206560104
2019-07-18 08:15:00,95571,95733.0,93354.0,96020.1517878452,95753.67774363069,95722.03277962212,94733.75,94601.13825489151
2019-07-18 08:20:00,95459,95571.0,97083.0,95842.11010822144,95689.60333942648,95754.89443389306,95255.55350140376,94605.34616522655
2019-07-18 08:25:00,96913,95459.0,95434.0,95690.24704322996,95576.2622972953,95675.94554515596,95552.29764577304,94621.55322488597
2019-07-18 08:30:00,99352,96913.0,95342.0,96174.94062807054,95519.72164624439,96010.0053486792,96003.5,94639.8696602738
2019-07-18 08:35:00,100462,99352.0,96864.0,97434.31218608304,96659.87238235562,96904.89655078566,96673.03545142636,94731.76884988448
2019-07-18 08:40:00,99569,100462.0,97073.0,98634.47355325082,96834.27338836489,98078.8328200308,97532.7605445942,94763.59226470142
2019-07-18 08:45:00,100277,99569.0,97311.0,99004.91549010757,98203.77484526247,98820.28001828052,98416.75,94825.40198715864
2019-07-18 08:50:00,96205,100277.0,97502.0,99509.16387315678,98608.26598000729,99543.5915807152,99298.50903557237,94876.36819152407
2019-07-18 08:55:00,100943,96205.0,95857.0,98199.40868204153,98184.6737338991,99070.11393313744,100083.52937660395,94932.48494072368
2019-07-18 09:00:00,97511,100943.0,99301.0,99286.9555195904,99103.66975250347,99645.39299354763,100213.0,95051.94486198854
2019-07-18 09:05:00,95187,97511.0,95836.0,98582.97501188295,98645.17125348444,99376.290808739,99590.21519021736,95129.38267800333
2019-07-18 09:10:00,100644,95187.0,98781.0,97236.82631240516,98853.34398431377,98520.57098385428,98467.74388151384,95205.16753446715
2019-07-18 09:15:00,99693,100644.0,98066.0,98587.41411484827,98438.81877227011,98861.02648027724,98338.25,95310.83226804312
2019-07-18 09:20:00,100629,99693.0,93911.0,99025.6632174625,98575.67969324836,99283.24392046372,99456.08426691392,95426.27485091028
2019-07-18 09:25:00,102872,100629.0,98448.0,99661.21846068,99343.31362315692,99766.739896485,101488.17721530682,95582.27219678072
